0
"2,1595272283272284"
"2,151525274725275"
"2,1295199023199025"
"2,096511843711844"
"2,0605030525030528"
"2,02649474969475"
"1,9964874236874237"
"1,9714813186813187"
"1,9544771672771672"
"1,9474754578754578"
"1,953476923076923"
"1,9624791208791208"
"1,9724815628815628"
"1,9814837606837608"
"1,9884854700854702"
"1,9944869352869352"
"2,0014886446886444"
"2,013491575091575"
"2,032496214896215"
"2,0625035409035406"
"2,1055140415140414"
"2,158526984126984"
"2,2145406593406594"
"2,2695540903540903"
"2,3145650793650794"
"2,3455726495726497"
"2,356575335775336"
"2,352574358974359"
"2,3345699633699635"
"2,302562148962149"
"2,253550183150183"
"2,1865338217338217"
"2,103513553113553"
"2,00749010989011"
"1,8994637362637363"
"1,7854358974358975"
"1,6734085470085471"
"1,5723838827838827"
"1,4953650793650795"
"1,4453528693528694"
"1,4303492063492063"
"1,453354822954823"
"1,5093684981684983"
"1,6003907203907204"
"1,7174192918192919"
"1,8554529914529914"
"2,0054896214896214"
"2,1615277167277167"
"2,3195663003663003"
"2,4706031746031747"
"2,612637851037851"
"2,740669108669109"
"2,8446945054945054"
"2,922713553113553"
"2,970725274725275"
"2,9797274725274727"
"2,936716971916972"
"2,8376927960927962"
"2,6786539682539683"
"2,4706031746031747"
"2,233545299145299"
"1,9844844932844932"
"1,7444258852258852"
"1,5293733821733824"
"1,3523301587301588"
"1,2222984126984127"
"1,1442793650793652"
"1,114272039072039"
"1,118273015873016"
"1,1472800976800976"
"1,1962920634920635"
"1,2553064713064714"
"1,33832673992674"
"1,4483536019536019"
"1,5903882783882786"
"1,7714324786324787"
"1,9864849816849817"
"2,2305445665445665"
"2,4896078144078144"
"2,7456703296703298"
"2,974726251526252"
"3,142767277167277"
"3,2347897435897437"
"3,243791941391941"
"3,1747750915750914"
"3,0397421245421246"
"2,8586979242979242"
"2,6496468864468863"
"2,431593650793651"
"2,218541636141636"
"2,01949304029304"
"1,8374485958485958"
"1,6714080586080586"
"1,5213714285714286"
"1,3923399267399268"
"1,2923155067155068"
"1,228299877899878"
"1,2062945054945056"
"1,2272996336996338"
"1,3013177045177045"
"1,423347496947497"
"1,583386568986569"
"1,7654310134310136"
"1,9514764346764348"
"2,118517216117216"
"2,2495492063492066"
"2,3355702075702074"
"2,3805811965811965"
"2,3945846153846153"
"2,392584126984127"
"2,381581440781441"
"2,3715789987789986"
"2,3655775335775338"
"2,356575335775336"
"2,3395711843711844"
"2,305562881562882"
"2,253550183150183"
"2,175531135531136"
"2,0695052503052502"
"1,9554774114774116"
"1,8444503052503054"
"1,7554285714285716"
"1,6954139194139195"
"1,674408791208791"
"1,6964141636141636"
"1,7594295482295483"
"1,8544527472527474"
"1,968480586080586"
"2,0805079365079364"
"2,183533089133089"
"2,2725548229548234"
"2,343572161172161"
"2,3995858363858362"
"2,4385953601953605"
"2,4606007326007324"
"2,4596004884004885"
"2,4415960927960927"
"2,4145894993894994"
"2,3775804639804643"
"2,3295687423687426"
"2,2685538461538464"
"2,1905347985347983"
"2,106514285714286"
"2,0224937728937733"
"1,943474481074481"
"1,8694564102564102"
"1,802440048840049"
"1,7454261294261295"
"1,6944136752136751"
"1,6574046398046398"
"1,6394002442002442"
"1,6404004884004886"
"1,6604053724053724"
"1,6974144078144078"
"1,747426617826618"
"1,8094417582417581"
"1,878458608058608"
"1,9544771672771672"
"2,028495238095238"
"2,101513064713065"
"2,1655286935286937"
"2,2195418803418803"
"2,2615521367521367"
"2,2915594627594627"
"2,3155653235653233"
"2,3335697191697196"
"2,342571916971917"
"2,343572161172161"
"2,343572161172161"
"2,3355702075702074"
"2,320566544566544"
"2,2955604395604396"
"2,2555506715506715"
"2,2105396825396824"
"2,160527472527473"
"2,108514774114774"
"2,0565020757020758"
"2,0044893772893775"
"1,9574778998778999"
"1,9164678876678878"
"1,8884610500610501"
"1,8714568986568987"
"1,8614544566544566"
"1,8514520146520146"
"1,8404493284493286"
"1,828446398046398"
"1,8204444444444445"
"1,8164434676434678"
"1,818443956043956"
"1,8214446886446887"
"1,828446398046398"
"1,8454505494505493"
"1,8744576312576313"
"1,912466910866911"
"1,9544771672771672"
"1,9944869352869352"
"2,0384976800976804"
"2,0815081807081808"
"2,1205177045177046"
"2,1465240537240535"
"2,162527960927961"
"2,174530891330891"
"2,1895345543345544"
"2,2105396825396824"
"2,231544810744811"
"2,253550183150183"
"2,278556288156288"
"2,302562148962149"
"2,3255677655677656"
"2,351574114774115"
"2,3735794871794873"
"2,392584126984127"
"2,401586324786325"
"2,3965851037851036"
"2,3695785103785107"
"2,3195663003663003"
"2,247548717948718"
"2,1615277167277167"
"2,0615032967032967"
"1,9504761904761905"
"1,8404493284493286"
"1,7354236874236875"
"1,6424009768009769"
"1,568382905982906"
"1,5163702075702077"
"1,4933645909645912"
"1,4963653235653236"
"1,5223716727716727"
"1,56938315018315"
"1,6394002442002442"
"1,7334231990231992"
"1,842449816849817"
"1,9614788766788767"
"2,087509645909646"
"2,217541391941392"
"2,3505738705738706"
"2,481605860805861"
"2,6006349206349206"
"2,696658363858364"
"2,762674481074481"
"2,7946822954822954"
"2,796682783882784"
"2,765675213675214"
"2,7056605616605616"
"2,617639072039072"
"2,508612454212454"
"2,382581684981685"
"2,2445479853479857"
"2,098512332112332"
"1,9494759462759463"
"1,803440293040293"
"1,6574046398046398"
"1,518370695970696"
"1,3913396825396827"
"1,2853137973137971"
"1,2052942612942614"
"1,1512810744810744"
"1,1352771672771673"
"1,1592830280830282"
"1,2272996336996338"
"1,3373264957264956"
"1,487363125763126"
"1,6664068376068375"
"1,8664556776556778"
"2,0825084249084247"
"2,300561660561661"
"2,5046114774114776"
"2,6836551892551896"
"2,8246896214896213"
"2,9237137973137974"
"2,9807277167277166"
"2,993730891330891"
"2,961723076923077"
"2,891705982905983"
"2,7916815628815628"
"2,671652258852259"
"2,537619536019536"
"2,3985855921855923"
"2,258551404151404"
"2,118517216117216"
"1,9834842490842493"
"1,862454700854701"
"1,7544283272283272"
"1,652403418803419"
"1,558380463980464"
"1,4803614163614163"
"1,424347741147741"
"1,3953406593406594"
"1,3913396825396827"
"1,408343833943834"
"1,4473533577533577"
"1,5053675213675215"
"1,5803858363858365"
"1,6724083028083028"
"1,7724327228327228"
"1,8744576312576313"
"1,977482783882784"
"2,0795076923076925"
"2,178531868131868"
"2,267553601953602"
"2,343572161172161"
"2,401586324786325"
"2,446597313797314"
"2,473603907203907"
"2,48860757020757"
"2,4846065934065935"
"2,466602197802198"
"2,435594627594628"
"2,3965851037851036"
"2,3545748473748476"
"2,3125645909645907"
"2,262552380952381"
"2,2135404151404154"
"2,160527472527473"
"2,1105152625152623"
"2,0645040293040293"
"2,0184927960927963"
"1,9794832722832725"
"1,9454749694749696"
"1,917468131868132"
"1,8954627594627595"
"1,878458608058608"
"1,8634549450549451"
"1,8574534798534799"
"1,8594539682539681"
"1,8634549450549451"
"1,8604542124542125"
"1,8584537240537242"
"1,8574534798534799"
"1,8604542124542125"
"1,867455921855922"
"1,877458363858364"
"1,893462271062271"
"1,9144673992673995"
"1,9494759462759463"
"1,9934866910866913"
"2,0485001221001222"
"2,111515506715507"
"2,1735306471306473"
"2,232545054945055"
"2,283557509157509"
"2,3255677655677656"
"2,352574358974359"
"2,367578021978022"
"2,372579242979243"
"2,368578266178266"
"2,3545748473748476"
"2,3325694749694748"
"2,306563125763126"
"2,2715545787545786"
"2,2305445665445665"
"2,183533089133089"
"2,131520390720391"
"2,071505738705739"
"2,003489133089133"
"1,924469841269841"
"1,8414495726495725"
"1,763430525030525"
"1,6974144078144078"
"1,652403418803419"
"1,6243965811965813"
"1,613393894993895"
"1,6243965811965813"
"1,6604053724053724"
"1,7164190476190475"
"1,7894368742368745"
"1,872457142857143"
"1,9614788766788767"
"2,047499877899878"
"2,1305201465201464"
"2,2105396825396824"
"2,2865582417582417"
"2,358575824175824"
"2,4185904761904764"
"2,4596004884004885"
"2,4806056166056165"
"2,483606349206349"
"2,4706031746031747"
"2,4395956043956044"
"2,3915838827838827"
"2,3255677655677656"
"2,2485489621489623"
"2,1665289377289376"
"2,0845089133089134"
"2,0094905982905984"
"1,9404737484737484"
"1,8814593406593407"
"1,8314471306471307"
"1,7914373626373628"
"1,7614300366300368"
"1,7424253968253969"
"1,737424175824176"
"1,7434256410256412"
